filename,title,author,illustrator,translator,publisher,date,original publication date,page number,original language,subject,location,latitude,longitude,style,content,objectid,world cat page,notes and documentation,format
jamilti.jpeg,Jamilti & Other Stories,Rutu Modan,Rutu Modan,Eulalia Sariola,Montraeal : Drawn & Quarterly,2008,n/a,174 pages,Hebrew,Israel,Israel,31.0461,34.8516,,"Collects the cartoonist's short works, which lead the reader through unexpected turns of plot and unusual character portraits. Some are darkly fantastical and unsettling, such as the unraveling of a serial-killer murder mystery, or her accounts of an infatuated plastic surgeon and his sanitarium, and a mother back from the dead with dubious healing powers. Others are more attuned to surprising discoveries that shape personal identity, as in the story of a tragic past that lies within a family's theme hotel, or that of a struggling musician who hopes an upcoming gig will be his big break. In Jamilti, Modan addresses political violence with a suicide bombing that shakes up a day in the lives of a young couple",gnme048,https://www.worldcat.org/title/jamilti-other-stories/oclc/1139615319?referer=di&ht=edition,,image/jpeg
jerusalem.jpeg,Jerusalem : A Family Portrait,Boaz Yakin ,Nick Bertozzi,n/a,New York : First Second,2013,,381 pages,English,Palestine,Palestine,31.9522,35.2332,,"Jerusalem is the story of a single family--three generations of very different people--as they are swept up in the chaos of nation-making from 1940 to 1948. Love, death, faith, family, and politics form the perilous mix that fuels this ambitious, cinematic graphic novel about the events surrounding the creation of the modern Israeli state",gnme049,https://www.worldcat.org/title/jerusalem-a-family-portrait-based-on-a-story-by-boaz-yakin-and-moni-yakin/oclc/903630925?referer=di&ht=edition,,image/jpeg
jobnik.jpeg,Jobnik! : An American Girl's Adventures in the Israeli Army,Miriam Libicki,Miriam Libicki,n/a,"Coquitlam, B.C. : Real Gone Girl Studios",2008,,146 pages,English,Israel; Palestine,Israel; Palestine,31.0461,34.8516,,"Miriam Libicki, an American Jewish girl from a religious home, enlists in the Israeli Army one summer against everyone's better judgment. Many qualities seem to make her unsuited for IDF life: her Hebrew isn't great, she is shy and passive, and she has a tendency to fall in love with anything that moves. If that weren't enough, the Al Aqsa uprising, a.k.a the second Palestinian Intifada, erupts a few weeks after she is stationed as a secretary in a remote Negev base. Will Miriam survive threats of terrorism, the rough IDF culture, and not least, her horrible taste in men?"" ",gnme050,https://www.worldcat.org/title/jobnik-an-american-girls-adventures-in-the-israeli-army/oclc/262884241&referer=brief_results,,image/jpeg
alkhan.jpeg,Al Khan,Tarek Shahin,Tarek Shahin,n/a ,Malamih Publishing House,2009,,205 pages,English,Egypt,Egypt,26.8206,30.8025,,Egyptian social conditions,gnme051,https://www.worldcat.org/title/al-khan-comic-series/oclc/1079205440&referer=brief_results,this is a series ,image/jpeg
nothing is coming up for this title,The Kingdom of Saudi Arabia,Mahmoud Zaïm; Serge Saint-Michel,,,ABC IMMM,1980,,46 pages,English,Saudi Arabia,Saudi Arabia,23.8859,45.0792,,,gnme052,szstx Stacks DS223 .Z34 1980 ,I don't know which one this is ,image/jpeg
kobanecalling.jpeg,Kobane Calling,Zerocalcare,Zerocalcare,Jamie Richards,"St. Louis, Missouri] : The Lion Forge",2017,2016,1 volume (unpaged),Italian,Syria,Syria,34.8021,38.9968,,"Kobane calling is the story of Italian comic book artist Zerocalcare's journey to Jurdistan in 2015 during the battle for Kobane. This battle saw revolutionary defence forces, the YPG and YPJ, defend the city of Kobane and the wider Rojava revolution from the forces of ISIS. Published by the Plan C, an anticapitalist organisation based in the UK, it also contains an introduction by it's Rojava Solidarity cluster and a comprehensive interview with a volunteer working within the revolution. This wonderfully illustrated book is a great introduction to the revolution in Rojava",gnme053,https://www.worldcat.org/title/kobane-calling/oclc/990325549?referer=di&ht=edition,,image/jpeg
livesintersecting.jpeg,Lives Intersecting,John-Paul Avila; Liz Wuerffel,John-Paul Avila,n/a,"[Chicago, Ill.] : School of the Art Institute of Chicago",2004,,32 pages,English,Iraq,Iraq,33.2232,43.6793,,"Lives Intersecting is inspired by an actual event. It is a multi-perspective narrative portraying the converging lives of two families, never to actually meet, but to share in the suffering and trauma of war-torn Iraq",gnme054,https://www.worldcat.org/title/lives-intersecting/oclc/56079417&referer=brief_results,,image/jpeg
mikesplace.jpeg,"Mike's Place : A True Story of Love, Blues, and Terror in Tel Aviv",Jack Baxter; Joshua Faudem,Koren Shadmi,n/a,"New York : First Second Books, a division of Holtzbrink Publishing Holdings Limited Partnership",2015,,189 pages,English,Israel,Israel,31.0461,34.8516,,"Recounts the authors' experiences as filmmakers who were working on a project on Mike's Place, a Tel Aviv blues bar where Jews, Christians, and Muslims freely mingled with expatriates, and the events that led up to the destruction of the bar in a suicide bombing",gnme055,https://www.worldcat.org/title/mikes-place-a-true-story-of-love-blues-and-terror-in-tel-aviv/oclc/915927005&referer=brief_results,,image/jpeg
notesfrom.jpeg,Notes from A Defeatist,Joe Sacco,Joe Sacco,n/a,"Seattle, Wash. : Fantagraphics Books",2003,,216 pages,English,Iraq; Iran (?),Iraq; Iran (?),31.0461,34.8516,,"Collects illustrated, satirical stories about the author's life, war, politics, and sex, including the tales ""Voyage to the End of the Library"" and ""When Good Bombs Happen to Bad People",gnme056,https://www.worldcat.org/title/notes-from-a-defeatist/oclc/52061254?referer=di&ht=edition,has more sujects ,image/jpeg
princeofpersia.jpeg,Prince of Persia: The Graphic Novel,A.B. Sina,LeUyen Pham; Alex Puvilland,n/a,New York : First Second,2008,,190 pages,English,Persia,Persia,36.1717,47.5898,,"The past and future are woven together in this epic tale of a prince, an evil vizier, a princess, and a prophecy in ancient P",gnme057,https://www.worldcat.org/title/prince-of-persia-the-graphic-novel/oclc/123766870?referer=di&ht=edition,,image/jpeg
aninterviewtranscription.jpg,"""She sometimes switched to fluent English and occasionally used a few words of Hebrew"" : an interview between Benjamin Ben-Eliezer & Arin Ahmed conducted in Israel, June 9, 2002",Ronald J. Rege,Ronald J. Rege,n/a,[San Francisco] : McSweeney's Ltd.,2004,,22 pages,English,Israel,Israel,31.0461,34.8516,,"Israeli Minister of Defense Binyamin Ben Eli'ezer interviews a Palestinian student who almost carried out a suicide bombing to avenge her lover's death but changed her mind, converted into comic book format with the illustrator's thoughts integrated into the text",gnme058,https://www.worldcat.org/title/she-sometimes-switched-to-fluent-english-and-occasionally-used-a-few-words-of-hebrew-an-interview-between-benjamin-ben-eliezer-arin-ahmed-conducted-in-israel-june-9-2002/oclc/56803470&referer=brief_results,,image/jpeg
shooters.jpeg,Shooters,Eric Trautmann; Brandon Jerwa,Steve Lieber,n/a,New York : DC Comics,2011,,134 pages,English,Iraq,Iraq,33.2232,43.6793,,"Shooters is the story of Terry Glass, a warrior whose spirit and soul have been hardened in countless battles. When a horrible accident shatters his world, Glass finds himself waging a private war on several fronts--against his career, his marriage, and ultimately his faith.  Iraq War",gnme059,https://www.worldcat.org/title/shooters/oclc/793372116?referer=di&ht=edition,,image/jpeg
shootingwar.jpeg,Shooting War,Anthony Lappé,Dan Goldman,n/a,New York : Grand Central Pub.,2007,,1 volume (unpaged),English,Iraq,Iraq,33.2232,43.6793,,"Catapulted into media stardom when he inadvertently captures a terrorist bombing on film and posts it online, anti-corporate blogger Jimmy Burns sets off for Iraq to become a truth-telling war correspondent but is rapidly traumatized by the region's realities",gnme060,https://www.worldcat.org/title/shooting-war/oclc/310116922?referer=di&ht=edition,,image/jpeg
storyofthejews.jpeg,"The story of the Jews : a 4,000-year Adventure",Stan Mack,Stan Mack,n/a,New York : Villard,1998,,273 pages,English,Important places in Jewish history,Important places in Jewish history,,,,"Beginning with Abraham and Sarah, artist Stan Mack takes us on a rewarding pictorial journey across 4,000 years of Jewish history, through its ups and downs. From the biblical era to the twentieth century, we witness Moses receiving the Ten Commandments, the world's first ""oy,"" the creation of the Talmud, the Crusades, the Holocaust, the birth of the Israeli state, the evolution of the stand-up comic, and much more.",gnme061,https://www.worldcat.org/title/story-of-the-jews-a-4000-year-adventure/oclc/37109211?referer=di&ht=edition,,image/jpeg
wisefool.jpeg,The Wise Fool of Baghdad,Mohammed Ali Vakil; Mohammed Arif Vakil,Rahil Mohsin,n/a,Bangalore : Sufi Studios,2012,,132 pages,English,Iraq,Iraq,33.2232,43.6793,,"Every story is followed by sacred verses of the Qurʼan and traditional sayings, inscribed in Arabic by Muqtar Ahmed",gnme062,https://www.worldcat.org/title/wise-fool-of-baghdad/oclc/835162148&referer=brief_results,,image/jpeg
ghostmoney.jpeg,Ghost Money: Death in Dubai,Thierry Smolderen,Dominique Bertail,n/a,"[St. Louis, Missouri] : Lion Forge Comics",2018,,296 pages,English,Dubai,Dubai,25.2048,55.2708,,"Intriguing characters and plotlines intertwine in a near-future political thriller drawing on contemporary world events and actual growing technology contributing to a cyberwar in both reality and virtual reality. When Lindsey, a young student in London, is rescued from a riot by Chamza, a young woman from the Arab world, they begin a relationship based on both fascination and convenience. Before she knows it, Lindsey is drawn into a world of vast wealth and intrigue; her new friend seems to have ties to political movements and revolutionaries throughout the Islamic world, but it is not clear what their agenda might be, or where her great wealth comes from. Could it be the fabled legendary lost treasure of Al-Qaeda, supposedly amassed through insider trading prior to 9/11? Unbeknownst to either Lindsey or Chamza, a set of US contractors, all veterans of war in Iraq and the CIA's rendition program, are focusing their sites on Chamza, believing her wealth is indeed the key to a larger threat to the entire world economy. The series looks at surveillance, clandestine military action, and class warfare in the twilight of the current War on Terror, all within the context of a thriller that ultimately seeks to find out what controls the global economy--Amazon.com.",gnme063,https://www.worldcat.org/title/ghost-money-death-in-dubai/oclc/1018462819&referer=brief_results,,image/jpeg
theapartment.jpeg,The Apartment in Bab El-Louk,Donia Maher,Ganzeer; Ahmad Nady,Elisabeth Jaquette,London : Darf Publishers ,2017,2014,82 pages,Arabic,Egypt,Egypt,26.8206,30.8025,,"The apartment in Bab el-Louk is a 'hard-boiled graphic novella...' (The Paris Review) written in the style of a noir poem. Cairo-based author Donia Maher, along with illustrator and graphic designer Ahmed Nady and Ganzeer team up to create a story that can simply be described as 'the reflections of an old recluse in busy downtown Cairo'--Back cover.",gnme064,https://www.worldcat.org/title/apartment-in-bab-el-louk/oclc/982565954&referer=brief_results,,image/jpeg
thetunisian.jpeg,The Tunisian Awakening,K. A Hussein,,n/a,United States : K.A. Hussein,2011,,99 pages,English,Tunisia,Tunisia,33.8869,9.5375,,"On December 17, 2010, a struggling young fruit vendor lit himself on fire outside of the local municipal building in the town of Sidi Bouzid, Tunisia. This final act of defiance sparked a popular uprising that ousted the President and inspired a sea change in the region, which would come to be known as the Arab Spring. K. A. Hussein documents the Tunisian Revolution of 2011 in this concise, comprehensive, and powerfully illustrated blow-by-blow account. This volume offers an informative introduction to the Arab uprisings, and visually stunning monument to a people’s struggle for freedom.",gnme065,https://www.worldcat.org/title/tunisian-awakening/oclc/820637079&referer=brief_results,,image/jpeg
rabbiscat2.jpeg,The Rabbi's Cat,Joann Sfar,Brigitte Findakly (colors),,"New York, N.Y. : Pantheon Books",2007,2002-2003,130 pages,French,Algeria,Algeria,28.0339,1.6596,,"While the rabbi is away, his cat tags along with Malka of the Lions, who roams the desert with his ferocious-on-demand lion. Some believe Malka to be a pious Jew, others think he's a shrewd womanizer, but the cat will be the one to discover the surprising truth."" ""Back in Algiers, the rabbi's daughter, Zlabya, and her new husband fill the house with their fighting, while the city around them fills with a rising tide of anti-Semitism.",gnme066,https://www.worldcat.org/title/rabbis-cat/oclc/778219239&referer=brief_results,,image/jpeg
rabbiscat2.jpeg,The Rabbi's Cat 2,Joann Sfar,Brigitte Findakly (colors),Alexis Siegel,"New York, N.Y. : Pantheon Books",2008,2003-2006,130 pages,French,Algeria,Algeria,28.0339,1.6596,,"""Joann Sfar's beloved, humorous, and wise talking cat is back for more beautifully illustrated adventures in Algiers and across Africa in the 1930s. While the rabbi is away, his cat tags along with Malka of the Lions (the rabbi's enigmatic cousin), who roams the desert with his ferocious-on-demand lion. Some believe Malka to be a pious Jew, others think he's a shrewd womanizer, but the cat will be the one to discover the surprising truth."" ""Back in Algiers, the rabbi's daughter, Zlabya, and her new husband fill the house with their fighting, while the city around them fills with a rising tide of anti-Semitism. On a whim, the rabbi's cat, the rabbi, a sheik (also a cousin of the rabbi), and a very misplaced Russian painter set out on a fantastic journey (even encountering a young reporter named Tintin in the Congo) in search of an African Jerusalem. It turns out to be very fortuitous that the rabbi's cat is not just a talking cat, but a multilingual talking cat""--Jacket.",gnme067,https://www.worldcat.org/title/rabbis-cat-vol-2/oclc/963581175&referer=brief_results,,image/jpeg
asyouwere.jpeg,As You Were,Tarek Shahin,Tarek Shahin,n/a,"Middletown, DE : Create Space",2014,,156 pages,English,Egypt,Egypt,26.8206,30.8025,,"""More than three years have passed since Omar and Nada were made to exit their beloved news publication, Al Khan. But their country has been in the news. As a once-stable Egypt emerges from a period of unprecedented social unrest, Omar looks to his past for a way forward. And as Alia and Yunan try to fend off a new challenge to free speech, Nada is once again left on unsure footing.""",gnme068,https://www.worldcat.org/title/as-you-were/oclc/895270091&referer=brief_results,,image/jpeg
finalword.jpeg,Final Word,Tarek Shahin,Tarek Shahin,n/a,"Middletown, DE : Create Space",2015,,160 pages,English,Egypt,Egypt,26.8206,30.8025,,"FINAL WORD is the third series of Al Khan by Tarek Shahin. Anwar is still fuming. His wife Aisha should not have disobeyed him by letting the press into their home, even if it was only to help other Egyptian women. A tragic loss brings to light an old family fued which Omar feels compelled to resolve ahead of a local election against the dreaded Islamists. Meanwhile, the writings of a foreign-based “renowned sociologist” invite the contempt of Nada. ",gnme069,https://www.worldcat.org/title/final-word-the-third-series-of-al-khan/oclc/1078405881&referer=brief_results,,image/jpeg
redemption.jpeg,Redemption: An Egyptian Story,Tarek Shahin,Tarek Shahin,n/a,Al Khan Comics,2018,,200 pages,English,Egypt,Egypt,26.8206,30.8025,,"1967: Egypt is broken after losing control of Sinai and the Suez Canal in the Six Day War with Israel. Time for a new plan. Inspired by the incredible true events that reshaped the Middle East, comic strip writer Tarek Shahin employs his signature four-panel style to tell a thrilling story of war, peace and redemption.",gnme070,https://www.amazon.com/Redemption-Egyptian-Story-Tarek-Shahin/dp/1527225704/ref=sr_1_3?crid=2RGRDPG38ONM0&keywords=Tarek+Shahin&qid=1652078065&s=books&sprefix=tarek+shahin%2Cstripbooks%2C190&sr=1-3,can we use amazon links?,image/jpeg
rise.jpeg,Rise: The Story of the Egyptian Revolution As Written Shortly Before It Began,Tarek Shahin,Tarek Shahin,n/a,Charlestown  : Create Space,2011,,126 pages,English,Egypt,Egypt,26.8206,30.8025,,,gnme071,https://www.worldcat.org/title/rise-the-story-of-the-egyptian-revolution-as-written-shortly-before-it-began/oclc/1298691692&referer=brief_results,,image/jpeg
